Unnamed: 0,chromosome_id,accession,taxid,species_long_name,lineage,lineage_names,lineage_ranks,rank_dict,lineage_names_dict
421,NZ_CP067086.1,GCF_016599875.1,285,Comamonas_testosteroni_strain_G1_NZ_CP067086,"[1, 131567, 2, 1224, 28216, 80840, 80864, 283, 285]","{1: 'root', 2: 'Bacteria', 283: 'Comamonas', 285: 'Comamonas testosteroni', 1224: 'Pseudomonadota', 28216: 'Betaproteobacteria', 80840: 'Burkholderiales', 80864: 'Comamonadaceae', 131567: 'cellular organisms'}","{1: 'no rank', 2: 'superkingdom', 283: 'genus', 285: 'species', 1224: 'phylum', 28216: 'class', 80840: 'order', 80864: 'family', 131567: 'no rank'}","{'no rank': '131567', 'superkingdom': '2', 'genus': '283', 'species': '285', 'phylum': '1224', 'class': '28216', 'order': '80840', 'family': '80864'}","{'1': 'root', '2': 'Bacteria', '283': 'Comamonas', '285': 'Comamonas testosteroni', '1224': 'Pseudomonadota', '28216': 'Betaproteobacteria', '80840': 'Burkholderiales', '80864': 'Comamonadaceae', '131567': 'cellular organisms'}"
422,NZ_CP138513.1,GCF_033807855.1,34073,ALL_Variovorax_paradoxus_strain_SPNA7_NZ_CP138513,"[1, 131567, 2, 1224, 28216, 80840, 80864, 34072, 34073]","{1: 'root', 2: 'Bacteria', 1224: 'Pseudomonadota', 28216: 'Betaproteobacteria', 34072: 'Variovorax', 34073: 'Variovorax paradoxus', 80840: 'Burkholderiales', 80864: 'Comamonadaceae', 131567: 'cellular organisms'}","{1: 'no rank', 2: 'superkingdom', 1224: 'phylum', 28216: 'class', 34072: 'genus', 34073: 'species', 80840: 'order', 80864: 'family', 131567: 'no rank'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1224', 'class': '28216', 'genus': '34072', 'species': '34073', 'order': '80840', 'family': '80864'}","{'1': 'root', '2': 'Bacteria', '1224': 'Pseudomonadota', '28216': 'Betaproteobacteria', '34072': 'Variovorax', '34073': 'Variovorax paradoxus', '80840': 'Burkholderiales', '80864': 'Comamonadaceae', '131567': 'cellular organisms'}"
423,NZ_SPMY01000149.1,GCF_012939955.1,327160,Candidatus_Accumulibacter_phosphatis_strain_SBR_S_NZ_SPMY01000149,"[1, 131567, 2, 1224, 28216, 119066, 327159, 327160]","{1: 'root', 2: 'Bacteria', 1224: 'Pseudomonadota', 28216: 'Betaproteobacteria', 119066: 'Betaproteobacteria incertae sedis', 131567: 'cellular organisms', 327159: 'Candidatus Accumulibacter', 327160: 'Candidatus Accumulibacter phosphatis'}","{1: 'no rank', 2: 'superkingdom', 1224: 'phylum', 28216: 'class', 119066: 'no rank', 131567: 'no rank', 327159: 'genus', 327160: 'species'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1224', 'class': '28216', 'genus': '327159', 'species': '327160'}","{'1': 'root', '2': 'Bacteria', '1224': 'Pseudomonadota', '28216': 'Betaproteobacteria', '119066': 'Betaproteobacteria incertae sedis', '131567': 'cellular organisms', '327159': 'Candidatus Accumulibacter', '327160': 'Candidatus Accumulibacter phosphatis'}"
424,NZ_CP021106.1,GCF_000355765.2,1288494,Nitrosospira_lacus_strain_APG3_NZ_CP021106,"[1, 131567, 2, 1224, 28216, 32003, 206379, 35798, 1288494]","{1: 'root', 2: 'Bacteria', 1224: 'Pseudomonadota', 28216: 'Betaproteobacteria', 32003: 'Nitrosomonadales', 35798: 'Nitrosospira', 131567: 'cellular organisms', 206379: 'Nitrosomonadaceae', 1288494: 'Nitrosospira lacus'}","{1: 'no rank', 2: 'superkingdom', 1224: 'phylum', 28216: 'class', 32003: 'order', 35798: 'genus', 131567: 'no rank', 206379: 'family', 1288494: 'species'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1224', 'class': '28216', 'order': '32003', 'genus': '35798', 'family': '206379', 'species': '1288494'}","{'1': 'root', '2': 'Bacteria', '1224': 'Pseudomonadota', '28216': 'Betaproteobacteria', '32003': 'Nitrosomonadales', '35798': 'Nitrosospira', '131567': 'cellular organisms', '206379': 'Nitrosomonadaceae', '1288494': 'Nitrosospira lacus'}"
425,NZ_CP069587.1,GCF_016890085.1,536,ALL_Chromobacterium_violaceum_strain_FDAARGOS_1273_NZ_CP069587,"[1, 131567, 2, 1224, 28216, 206351, 1499392, 535, 536]","{1: 'root', 2: 'Bacteria', 535: 'Chromobacterium', 536: 'Chromobacterium violaceum', 1224: 'Pseudomonadota', 28216: 'Betaproteobacteria', 131567: 'cellular organisms', 206351: 'Neisseriales', 1499392: 'Chromobacteriaceae'}","{1: 'no rank', 2: 'superkingdom', 535: 'genus', 536: 'species', 1224: 'phylum', 28216: 'class', 131567: 'no rank', 206351: 'order', 1499392: 'family'}","{'no rank': '131567', 'superkingdom': '2', 'genus': '535', 'species': '536', 'phylum': '1224', 'class': '28216', 'order': '206351', 'family': '1499392'}","{'1': 'root', '2': 'Bacteria', '535': 'Chromobacterium', '536': 'Chromobacterium violaceum', '1224': 'Pseudomonadota', '28216': 'Betaproteobacteria', '131567': 'cellular organisms', '206351': 'Neisseriales', '1499392': 'Chromobacteriaceae'}"
426,NZ_JYKA01000009.1,GCF_001676875.1,251747,Chromobacterium_subtsugae_strain_PRAA4_1_NZ_JYKA01000009,"[1, 131567, 2, 1224, 28216, 206351, 1499392, 535, 251747]","{1: 'root', 2: 'Bacteria', 535: 'Chromobacterium', 1224: 'Pseudomonadota', 28216: 'Betaproteobacteria', 131567: 'cellular organisms', 206351: 'Neisseriales', 251747: 'Chromobacterium subtsugae', 1499392: 'Chromobacteriaceae'}","{1: 'no rank', 2: 'superkingdom', 535: 'genus', 1224: 'phylum', 28216: 'class', 131567: 'no rank', 206351: 'order', 251747: 'species', 1499392: 'family'}","{'no rank': '131567', 'superkingdom': '2', 'genus': '535', 'phylum': '1224', 'class': '28216', 'order': '206351', 'species': '251747', 'family': '1499392'}","{'1': 'root', '2': 'Bacteria', '535': 'Chromobacterium', '1224': 'Pseudomonadota', '28216': 'Betaproteobacteria', '131567': 'cellular organisms', '206351': 'Neisseriales', '251747': 'Chromobacterium subtsugae', '1499392': 'Chromobacteriaceae'}"
427,NZ_CP059563.1,GCF_014054725.1,153493,ALL_Conchiformibius_steedae_strain_DSM_2580_NZ_CP059563,"[1, 131567, 2, 1224, 28216, 206351, 481, 334107, 153493]","{1: 'root', 2: 'Bacteria', 481: 'Neisseriaceae', 1224: 'Pseudomonadota', 28216: 'Betaproteobacteria', 131567: 'cellular organisms', 153493: 'Conchiformibius steedae', 206351: 'Neisseriales', 334107: 'Conchiformibius'}","{1: 'no rank', 2: 'superkingdom', 481: 'family', 1224: 'phylum', 28216: 'class', 131567: 'no rank', 153493: 'species', 206351: 'order', 334107: 'genus'}","{'no rank': '131567', 'superkingdom': '2', 'family': '481', 'phylum': '1224', 'class': '28216', 'species': '153493', 'order': '206351', 'genus': '334107'}","{'1': 'root', '2': 'Bacteria', '481': 'Neisseriaceae', '1224': 'Pseudomonadota', '28216': 'Betaproteobacteria', '131567': 'cellular organisms', '153493': 'Conchiformibius steedae', '206351': 'Neisseriales', '334107': 'Conchiformibius'}"
428,NZ_AP023069.1,GCF_013030075.1,485,ALL_Neisseria_gonorrhoeae_strain_TUM19854_NZ_AP023069,"[1, 131567, 2, 1224, 28216, 206351, 481, 482, 485]","{1: 'root', 2: 'Bacteria', 481: 'Neisseriaceae', 482: 'Neisseria', 485: 'Neisseria gonorrhoeae', 1224: 'Pseudomonadota', 28216: 'Betaproteobacteria', 131567: 'cellular organisms', 206351: 'Neisseriales'}","{1: 'no rank', 2: 'superkingdom', 481: 'family', 482: 'genus', 485: 'species', 1224: 'phylum', 28216: 'class', 131567: 'no rank', 206351: 'order'}","{'no rank': '131567', 'superkingdom': '2', 'family': '481', 'genus': '482', 'species': '485', 'phylum': '1224', 'class': '28216', 'order': '206351'}","{'1': 'root', '2': 'Bacteria', '481': 'Neisseriaceae', '482': 'Neisseria', '485': 'Neisseria gonorrhoeae', '1224': 'Pseudomonadota', '28216': 'Betaproteobacteria', '131567': 'cellular organisms', '206351': 'Neisseriales'}"
429,NZ_CP021520.1,GCF_008330805.1,487,Neisseria_meningitidis_strain_11_7_NZ_CP021520,"[1, 131567, 2, 1224, 28216, 206351, 481, 482, 487]","{1: 'root', 2: 'Bacteria', 481: 'Neisseriaceae', 482: 'Neisseria', 487: 'Neisseria meningitidis', 1224: 'Pseudomonadota', 28216: 'Betaproteobacteria', 131567: 'cellular organisms', 206351: 'Neisseriales'}","{1: 'no rank', 2: 'superkingdom', 481: 'family', 482: 'genus', 487: 'species', 1224: 'phylum', 28216: 'class', 131567: 'no rank', 206351: 'order'}","{'no rank': '131567', 'superkingdom': '2', 'family': '481', 'genus': '482', 'species': '487', 'phylum': '1224', 'class': '28216', 'order': '206351'}","{'1': 'root', '2': 'Bacteria', '481': 'Neisseriaceae', '482': 'Neisseria', '487': 'Neisseria meningitidis', '1224': 'Pseudomonadota', '28216': 'Betaproteobacteria', '131567': 'cellular organisms', '206351': 'Neisseriales'}"
430,NZ_CP033381.1,GCF_016865255.1,107637,Methylomonas_sp_LW13_NZ_CP033381,"[1, 131567, 2, 1224, 1236, 135618, 403, 416, 2608980, 107637]","{1: 'root', 2: 'Bacteria', 403: 'Methylococcaceae', 416: 'Methylomonas', 1224: 'Pseudomonadota', 1236: 'Gammaproteobacteria', 107637: 'Methylomonas sp. LW13', 131567: 'cellular organisms', 135618: 'Methylococcales', 2608980: 'unclassified Methylomonas'}","{1: 'no rank', 2: 'superkingdom', 403: 'family', 416: 'genus', 1224: 'phylum', 1236: 'class', 107637: 'species', 131567: 'no rank', 135618: 'order', 2608980: 'no rank'}","{'no rank': '2608980', 'superkingdom': '2', 'family': '403', 'genus': '416', 'phylum': '1224', 'class': '1236', 'species': '107637', 'order': '135618'}","{'1': 'root', '2': 'Bacteria', '403': 'Methylococcaceae', '416': 'Methylomonas', '1224': 'Pseudomonadota', '1236': 'Gammaproteobacteria', '107637': 'Methylomonas sp. LW13', '131567': 'cellular organisms', '135618': 'Methylococcales', '2608980': 'unclassified Methylomonas'}"
431,NZ_CP035467.1,GCF_005931095.1,95641,Methylotuvimicrobium_buryatense_strain_5GB1C_NZ_CP035467,"[1, 131567, 2, 1224, 1236, 135618, 403, 2822410, 95641]","{1: 'root', 2: 'Bacteria', 403: 'Methylococcaceae', 1224: 'Pseudomonadota', 1236: 'Gammaproteobacteria', 95641: 'Methylotuvimicrobium buryatense', 131567: 'cellular organisms', 135618: 'Methylococcales', 2822410: 'Methylotuvimicrobium'}","{1: 'no rank', 2: 'superkingdom', 403: 'family', 1224: 'phylum', 1236: 'class', 95641: 'species', 131567: 'no rank', 135618: 'order', 2822410: 'genus'}","{'no rank': '131567', 'superkingdom': '2', 'family': '403', 'phylum': '1224', 'class': '1236', 'species': '95641', 'order': '135618', 'genus': '2822410'}","{'1': 'root', '2': 'Bacteria', '403': 'Methylococcaceae', '1224': 'Pseudomonadota', '1236': 'Gammaproteobacteria', '95641': 'Methylotuvimicrobium buryatense', '131567': 'cellular organisms', '135618': 'Methylococcales', '2822410': 'Methylotuvimicrobium'}"
432,NC_017857.1,GCF_000260985.1,754476,Methylophaga_nitratireducenticrescens_strain_JAM1_NC_017857,"[1, 131567, 2, 1224, 1236, 72273, 135616, 40222, 754476]","{1: 'root', 2: 'Bacteria', 1224: 'Pseudomonadota', 1236: 'Gammaproteobacteria', 40222: 'Methylophaga', 72273: 'Thiotrichales', 131567: 'cellular organisms', 135616: 'Piscirickettsiaceae', 754476: 'Methylophaga nitratireducenticrescens'}","{1: 'no rank', 2: 'superkingdom', 1224: 'phylum', 1236: 'class', 40222: 'genus', 72273: 'order', 131567: 'no rank', 135616: 'family', 754476: 'species'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1224', 'class': '1236', 'genus': '40222', 'order': '72273', 'family': '135616', 'species': '754476'}","{'1': 'root', '2': 'Bacteria', '1224': 'Pseudomonadota', '1236': 'Gammaproteobacteria', '40222': 'Methylophaga', '72273': 'Thiotrichales', '131567': 'cellular organisms', '135616': 'Piscirickettsiaceae', '754476': 'Methylophaga nitratireducenticrescens'}"
433,NZ_CP011367.1,GCF_001020955.1,106634,Thioalkalivibrio_versutus_strain_D301_NZ_CP011367,"[1, 131567, 2, 1224, 1236, 135613, 72276, 106633, 106634]","{1: 'root', 2: 'Bacteria', 1224: 'Pseudomonadota', 1236: 'Gammaproteobacteria', 72276: 'Ectothiorhodospiraceae', 106633: 'Thioalkalivibrio', 106634: 'Thioalkalivibrio versutus', 131567: 'cellular organisms', 135613: 'Chromatiales'}","{1: 'no rank', 2: 'superkingdom', 1224: 'phylum', 1236: 'class', 72276: 'family', 106633: 'genus', 106634: 'species', 131567: 'no rank', 135613: 'order'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1224', 'class': '1236', 'family': '72276', 'genus': '106633', 'species': '106634', 'order': '135613'}","{'1': 'root', '2': 'Bacteria', '1224': 'Pseudomonadota', '1236': 'Gammaproteobacteria', '72276': 'Ectothiorhodospiraceae', '106633': 'Thioalkalivibrio', '106634': 'Thioalkalivibrio versutus', '131567': 'cellular organisms', '135613': 'Chromatiales'}"
434,NZ_LDOS01000003.1,GCF_002077135.1,993689,ALL_Metallibacterium_scheffleri_strain_DKE6_NZ_LDOS01000003,"[1, 131567, 2, 1224, 1236, 135614, 1775411, 1218803, 993689]","{1: 'root', 2: 'Bacteria', 1224: 'Pseudomonadota', 1236: 'Gammaproteobacteria', 131567: 'cellular organisms', 135614: 'Lysobacterales', 993689: 'Metallibacterium scheffleri', 1218803: 'Metallibacterium', 1775411: 'Rhodanobacteraceae'}","{1: 'no rank', 2: 'superkingdom', 1224: 'phylum', 1236: 'class', 131567: 'no rank', 135614: 'order', 993689: 'species', 1218803: 'genus', 1775411: 'family'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1224', 'class': '1236', 'order': '135614', 'species': '993689', 'genus': '1218803', 'family': '1775411'}","{'1': 'root', '2': 'Bacteria', '1224': 'Pseudomonadota', '1236': 'Gammaproteobacteria', '131567': 'cellular organisms', '135614': 'Lysobacterales', '993689': 'Metallibacterium scheffleri', '1218803': 'Metallibacterium', '1775411': 'Rhodanobacteraceae'}"
435,NZ_CP046570.1,GCF_009931595.1,29447,ALL_Xanthomonas_albilineans_strain_Xa_FJ1_NZ_CP046570,"[1, 131567, 2, 1224, 1236, 135614, 32033, 338, 29447]","{1: 'root', 2: 'Bacteria', 338: 'Xanthomonas', 1224: 'Pseudomonadota', 1236: 'Gammaproteobacteria', 29447: 'Xanthomonas albilineans', 32033: 'Lysobacteraceae', 131567: 'cellular organisms', 135614: 'Lysobacterales'}","{1: 'no rank', 2: 'superkingdom', 338: 'genus', 1224: 'phylum', 1236: 'class', 29447: 'species', 32033: 'family', 131567: 'no rank', 135614: 'order'}","{'no rank': '131567', 'superkingdom': '2', 'genus': '338', 'phylum': '1224', 'class': '1236', 'species': '29447', 'family': '32033', 'order': '135614'}","{'1': 'root', '2': 'Bacteria', '338': 'Xanthomonas', '1224': 'Pseudomonadota', '1236': 'Gammaproteobacteria', '29447': 'Xanthomonas albilineans', '32033': 'Lysobacteraceae', '131567': 'cellular organisms', '135614': 'Lysobacterales'}"
436,NZ_CP029275.1,GCF_018831365.1,346,ALL_Xanthomonas_citri_strain_M11_NZ_CP029275,"[1, 131567, 2, 1224, 1236, 135614, 32033, 338, 643453, 346]","{1: 'root', 2: 'Bacteria', 338: 'Xanthomonas', 346: 'Xanthomonas citri', 1224: 'Pseudomonadota', 1236: 'Gammaproteobacteria', 32033: 'Lysobacteraceae', 131567: 'cellular organisms', 135614: 'Lysobacterales', 643453: 'Xanthomonas citri group'}","{1: 'no rank', 2: 'superkingdom', 338: 'genus', 346: 'species', 1224: 'phylum', 1236: 'class', 32033: 'family', 131567: 'no rank', 135614: 'order', 643453: 'species group'}","{'no rank': '131567', 'superkingdom': '2', 'genus': '338', 'species': '346', 'phylum': '1224', 'class': '1236', 'family': '32033', 'order': '135614', 'species group': '643453'}","{'1': 'root', '2': 'Bacteria', '338': 'Xanthomonas', '346': 'Xanthomonas citri', '1224': 'Pseudomonadota', '1236': 'Gammaproteobacteria', '32033': 'Lysobacteraceae', '131567': 'cellular organisms', '135614': 'Lysobacterales', '643453': 'Xanthomonas citri group'}"
437,NZ_CP116305.1,GCF_028010245.1,442694,ALL_Xanthomonas_perforans_strain_GEV872_NZ_CP116305,"[1, 131567, 2, 1224, 1236, 135614, 32033, 338, 442694]","{1: 'root', 2: 'Bacteria', 338: 'Xanthomonas', 1224: 'Pseudomonadota', 1236: 'Gammaproteobacteria', 32033: 'Lysobacteraceae', 131567: 'cellular organisms', 135614: 'Lysobacterales', 442694: 'Xanthomonas perforans'}","{1: 'no rank', 2: 'superkingdom', 338: 'genus', 1224: 'phylum', 1236: 'class', 32033: 'family', 131567: 'no rank', 135614: 'order', 442694: 'species'}","{'no rank': '131567', 'superkingdom': '2', 'genus': '338', 'phylum': '1224', 'class': '1236', 'family': '32033', 'order': '135614', 'species': '442694'}","{'1': 'root', '2': 'Bacteria', '338': 'Xanthomonas', '1224': 'Pseudomonadota', '1236': 'Gammaproteobacteria', '32033': 'Lysobacteraceae', '131567': 'cellular organisms', '135614': 'Lysobacterales', '442694': 'Xanthomonas perforans'}"
438,NZ_CP034657.1,GCF_000772775.3,56459,Xanthomonas_vasicola_strain_NCPPB_902_NZ_CP034657,"[1, 131567, 2, 1224, 1236, 135614, 32033, 338, 56459]","{1: 'root', 2: 'Bacteria', 338: 'Xanthomonas', 1224: 'Pseudomonadota', 1236: 'Gammaproteobacteria', 32033: 'Lysobacteraceae', 56459: 'Xanthomonas vasicola', 131567: 'cellular organisms', 135614: 'Lysobacterales'}","{1: 'no rank', 2: 'superkingdom', 338: 'genus', 1224: 'phylum', 1236: 'class', 32033: 'family', 56459: 'species', 131567: 'no rank', 135614: 'order'}","{'no rank': '131567', 'superkingdom': '2', 'genus': '338', 'phylum': '1224', 'class': '1236', 'family': '32033', 'species': '56459', 'order': '135614'}","{'1': 'root', '2': 'Bacteria', '338': 'Xanthomonas', '1224': 'Pseudomonadota', '1236': 'Gammaproteobacteria', '32033': 'Lysobacteraceae', '56459': 'Xanthomonas vasicola', '131567': 'cellular organisms', '135614': 'Lysobacterales'}"
439,NZ_CP033326.1,GCF_009883735.1,56453,ALL_Xanthomonas_cucurbitae_strain_ATCC_23378_NZ_CP033326,"[1, 131567, 2, 1224, 1236, 135614, 32033, 338, 56453]","{1: 'root', 2: 'Bacteria', 338: 'Xanthomonas', 1224: 'Pseudomonadota', 1236: 'Gammaproteobacteria', 32033: 'Lysobacteraceae', 56453: 'Xanthomonas cucurbitae', 131567: 'cellular organisms', 135614: 'Lysobacterales'}","{1: 'no rank', 2: 'superkingdom', 338: 'genus', 1224: 'phylum', 1236: 'class', 32033: 'family', 56453: 'species', 131567: 'no rank', 135614: 'order'}","{'no rank': '131567', 'superkingdom': '2', 'genus': '338', 'phylum': '1224', 'class': '1236', 'family': '32033', 'species': '56453', 'order': '135614'}","{'1': 'root', '2': 'Bacteria', '338': 'Xanthomonas', '1224': 'Pseudomonadota', '1236': 'Gammaproteobacteria', '32033': 'Lysobacteraceae', '56453': 'Xanthomonas cucurbitae', '131567': 'cellular organisms', '135614': 'Lysobacterales'}"
440,NZ_CP124534.1,GCF_030062515.1,339,Xanthomonas_campestris_strain_DX_NZ_CP124534,"[1, 131567, 2, 1224, 1236, 135614, 32033, 338, 339]","{1: 'root', 2: 'Bacteria', 338: 'Xanthomonas', 339: 'Xanthomonas campestris', 1224: 'Pseudomonadota', 1236: 'Gammaproteobacteria', 32033: 'Lysobacteraceae', 131567: 'cellular organisms', 135614: 'Lysobacterales'}","{1: 'no rank', 2: 'superkingdom', 338: 'genus', 339: 'species', 1224: 'phylum', 1236: 'class', 32033: 'family', 131567: 'no rank', 135614: 'order'}","{'no rank': '131567', 'superkingdom': '2', 'genus': '338', 'species': '339', 'phylum': '1224', 'class': '1236', 'family': '32033', 'order': '135614'}","{'1': 'root', '2': 'Bacteria', '338': 'Xanthomonas', '339': 'Xanthomonas campestris', '1224': 'Pseudomonadota', '1236': 'Gammaproteobacteria', '32033': 'Lysobacteraceae', '131567': 'cellular organisms', '135614': 'Lysobacterales'}"
441,NZ_LT853882.1,GCF_900183975.1,48664,ALL_Xanthomonas_fragariae_strain_PD885_chromosome_1_NZ_LT853882,"[1, 131567, 2, 1224, 1236, 135614, 32033, 338, 48664]","{1: 'root', 2: 'Bacteria', 338: 'Xanthomonas', 1224: 'Pseudomonadota', 1236: 'Gammaproteobacteria', 32033: 'Lysobacteraceae', 48664: 'Xanthomonas fragariae', 131567: 'cellular organisms', 135614: 'Lysobacterales'}","{1: 'no rank', 2: 'superkingdom', 338: 'genus', 1224: 'phylum', 1236: 'class', 32033: 'family', 48664: 'species', 131567: 'no rank', 135614: 'order'}","{'no rank': '131567', 'superkingdom': '2', 'genus': '338', 'phylum': '1224', 'class': '1236', 'family': '32033', 'species': '48664', 'order': '135614'}","{'1': 'root', '2': 'Bacteria', '338': 'Xanthomonas', '1224': 'Pseudomonadota', '1236': 'Gammaproteobacteria', '32033': 'Lysobacteraceae', '48664': 'Xanthomonas fragariae', '131567': 'cellular organisms', '135614': 'Lysobacterales'}"
442,NZ_JAAZUH010000009.1,GCF_013185915.1,1450134,Stenotrophomonas_bentonitica_strain_DSM_103927_NZ_JAAZUH010000009,"[1, 131567, 2, 1224, 1236, 135614, 32033, 40323, 1450134]","{1: 'root', 2: 'Bacteria', 1224: 'Pseudomonadota', 1236: 'Gammaproteobacteria', 32033: 'Lysobacteraceae', 40323: 'Stenotrophomonas', 131567: 'cellular organisms', 135614: 'Lysobacterales', 1450134: 'Stenotrophomonas bentonitica'}","{1: 'no rank', 2: 'superkingdom', 1224: 'phylum', 1236: 'class', 32033: 'family', 40323: 'genus', 131567: 'no rank', 135614: 'order', 1450134: 'species'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1224', 'class': '1236', 'family': '32033', 'genus': '40323', 'order': '135614', 'species': '1450134'}","{'1': 'root', '2': 'Bacteria', '1224': 'Pseudomonadota', '1236': 'Gammaproteobacteria', '32033': 'Lysobacteraceae', '40323': 'Stenotrophomonas', '131567': 'cellular organisms', '135614': 'Lysobacterales', '1450134': 'Stenotrophomonas bentonitica'}"
443,NZ_CP007597.1,GCF_000661955.1,216778,Stenotrophomonas_rhizophila_strain_DSM_14405_NZ_CP007597,"[1, 131567, 2, 1224, 1236, 135614, 32033, 40323, 216778]","{1: 'root', 2: 'Bacteria', 1224: 'Pseudomonadota', 1236: 'Gammaproteobacteria', 32033: 'Lysobacteraceae', 40323: 'Stenotrophomonas', 131567: 'cellular organisms', 135614: 'Lysobacterales', 216778: 'Stenotrophomonas rhizophila'}","{1: 'no rank', 2: 'superkingdom', 1224: 'phylum', 1236: 'class', 32033: 'family', 40323: 'genus', 131567: 'no rank', 135614: 'order', 216778: 'species'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1224', 'class': '1236', 'family': '32033', 'genus': '40323', 'order': '135614', 'species': '216778'}","{'1': 'root', '2': 'Bacteria', '1224': 'Pseudomonadota', '1236': 'Gammaproteobacteria', '32033': 'Lysobacteraceae', '40323': 'Stenotrophomonas', '131567': 'cellular organisms', '135614': 'Lysobacterales', '216778': 'Stenotrophomonas rhizophila'}"
444,NZ_LS483377.1,GCF_900475405.1,40324,Stenotrophomonas_maltophilia_strain_NCTC10258_chromosome_1_NZ_LS483377,"[1, 131567, 2, 1224, 1236, 135614, 32033, 40323, 995085, 40324]","{1: 'root', 2: 'Bacteria', 1224: 'Pseudomonadota', 1236: 'Gammaproteobacteria', 32033: 'Lysobacteraceae', 40323: 'Stenotrophomonas', 40324: 'Stenotrophomonas maltophilia', 131567: 'cellular organisms', 135614: 'Lysobacterales', 995085: 'Stenotrophomonas maltophilia group'}","{1: 'no rank', 2: 'superkingdom', 1224: 'phylum', 1236: 'class', 32033: 'family', 40323: 'genus', 40324: 'species', 131567: 'no rank', 135614: 'order', 995085: 'species group'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1224', 'class': '1236', 'family': '32033', 'genus': '40323', 'species': '40324', 'order': '135614', 'species group': '995085'}","{'1': 'root', '2': 'Bacteria', '1224': 'Pseudomonadota', '1236': 'Gammaproteobacteria', '32033': 'Lysobacteraceae', '40323': 'Stenotrophomonas', '40324': 'Stenotrophomonas maltophilia', '131567': 'cellular organisms', '135614': 'Lysobacterales', '995085': 'Stenotrophomonas maltophilia group'}"
445,NZ_CP021768.1,GCF_002192255.1,2005046,Stenotrophomonas_sp_WZN_1_NZ_CP021768,"[1, 131567, 2, 1224, 1236, 135614, 32033, 40323, 196198, 2005046]","{1: 'root', 2: 'Bacteria', 1224: 'Pseudomonadota', 1236: 'Gammaproteobacteria', 32033: 'Lysobacteraceae', 40323: 'Stenotrophomonas', 131567: 'cellular organisms', 135614: 'Lysobacterales', 196198: 'unclassified Stenotrophomonas', 2005046: 'Stenotrophomonas sp. WZN-1'}","{1: 'no rank', 2: 'superkingdom', 1224: 'phylum', 1236: 'class', 32033: 'family', 40323: 'genus', 131567: 'no rank', 135614: 'order', 196198: 'no rank', 2005046: 'species'}","{'no rank': '196198', 'superkingdom': '2', 'phylum': '1224', 'class': '1236', 'family': '32033', 'genus': '40323', 'order': '135614', 'species': '2005046'}","{'1': 'root', '2': 'Bacteria', '1224': 'Pseudomonadota', '1236': 'Gammaproteobacteria', '32033': 'Lysobacteraceae', '40323': 'Stenotrophomonas', '131567': 'cellular organisms', '135614': 'Lysobacterales', '196198': 'unclassified Stenotrophomonas', '2005046': 'Stenotrophomonas sp. WZN-1'}"
446,NZ_CP118539.1,GCF_028891345.1,2371,ALL_Xylella_fastidiosa_strain_ICMP_15197_NZ_CP118539,"[1, 131567, 2, 1224, 1236, 135614, 32033, 2370, 2371]","{1: 'root', 2: 'Bacteria', 1224: 'Pseudomonadota', 1236: 'Gammaproteobacteria', 2370: 'Xylella', 2371: 'Xylella fastidiosa', 32033: 'Lysobacteraceae', 131567: 'cellular organisms', 135614: 'Lysobacterales'}","{1: 'no rank', 2: 'superkingdom', 1224: 'phylum', 1236: 'class', 2370: 'genus', 2371: 'species', 32033: 'family', 131567: 'no rank', 135614: 'order'}","{'no rank': '131567', 'superkingdom': '2', 'phylum': '1224', 'class': '1236', 'genus': '2370', 'species': '2371', 'family': '32033', 'order': '135614'}","{'1': 'root', '2': 'Bacteria', '1224': 'Pseudomonadota', '1236': 'Gammaproteobacteria', '2370': 'Xylella', '2371': 'Xylella fastidiosa', '32033': 'Lysobacteraceae', '131567': 'cellular organisms', '135614': 'Lysobacterales'}"
447,NZ_CP023465.1,GCF_002355295.1,435897,Lysobacter_capsici_strain_KNU_14_NZ_CP023465,"[1, 131567, 2, 1224, 1236, 135614, 32033, 68, 435897]","{1: 'root', 2: 'Bacteria', 68: 'Lysobacter', 1224: 'Pseudomonadota', 1236: 'Gammaproteobacteria', 32033: 'Lysobacteraceae', 131567: 'cellular organisms', 135614: 'Lysobacterales', 435897: 'Lysobacter capsici'}","{1: 'no rank', 2: 'superkingdom', 68: 'genus', 1224: 'phylum', 1236: 'class', 32033: 'family', 131567: 'no rank', 135614: 'order', 435897: 'species'}","{'no rank': '131567', 'superkingdom': '2', 'genus': '68', 'phylum': '1224', 'class': '1236', 'family': '32033', 'order': '135614', 'species': '435897'}","{'1': 'root', '2': 'Bacteria', '68': 'Lysobacter', '1224': 'Pseudomonadota', '1236': 'Gammaproteobacteria', '32033': 'Lysobacteraceae', '131567': 'cellular organisms', '135614': 'Lysobacterales', '435897': 'Lysobacter capsici'}"
